optimal_epoch,batch_size,learning_rate,opt_loss,opt_val_acc,opt_acc
49.666666666666664,512,0.006402856760781549,0.026518871386845905,99.42660932759944,99.41994199419943
42.0,64,0.006061366459674765,0.05262897970775764,99.45327866119945,99.46994699469947
42.0,256,0.004621682564797034,0.03289035890096178,99.41660832749943,99.47661432809949
54.33333333333333,64,0.008793928679443147,0.04378791619092227,99.44661132779946,99.54662132879955
44.33333333333333,256,0.009967661468391125,0.12591818564881882,99.38660532719938,99.41660832749943
56.66666666666667,128,0.008675483254888488,0.016431519897499434,99.3966063272994,99.44661132779945
52.0,512,0.006154155693014867,0.017804574221372604,99.42994299429944,99.48328166149949
41.0,64,9.55563334557108e-05,0.019201955447594322,99.46327966129947,99.43994399439944
34.333333333333336,512,0.000470086449478564,0.02275399025529623,99.43327666099944,99.48328166149949
35.666666666666664,256,0.0022433045122984344,0.06393232693274815,99.45994599459948,99.46994699469946
34.33333333333333,64,0.005701515699766235,0.1871206605186065,99.3966063272994,99.38327166049939
40.333333333333336,512,0.0027569671482250524,0.012064026047786076,99.45661232789945,99.45661232789945
37.66666666666667,512,0.00535488690135151,0.02495922241359949,99.42994299429944,99.43994399439943
60.66666666666666,64,0.008073398020767727,0.045324006428321205,99.46994699469947,99.48328166149949
41.0,256,0.004378710402542591,0.04458635932921121,99.44661132779945,99.45327866119945
50.33333333333333,64,0.004361170868405428,0.06357661262154579,99.44327766109944,99.52328566189952
30.666666666666664,64,0.000635073927508365,0.04798779512445132,99.43994399439944,99.45994599459945
56.99999999999999,128,0.006332453631682214,0.04849307611584664,99.42327566089942,99.44994499449945
56.0,64,0.0038709881780432513,0.023445186515649162,99.47994799479949,99.46661332799945
59.0,64,0.00906131026121838,0.05141451209783554,99.48328166149949,99.47328066139949
48.33333333333333,256,0.008290963433526118,0.11315100143353143,99.4032736606994,99.47994799479949
66.33333333333333,256,9.222700529201156e-05,0.04288104300697645,99.42660932759941,99.46661332799945
42.333333333333336,256,0.009780859430706175,0.0630418830163156,99.42327566089944,99.48328166149949
40.333333333333336,128,0.0020145815597638786,0.04356902527312438,99.43661032769944,99.42327566089942
51.33333333333333,512,0.00010862347464473676,0.04603517800569534,99.40994099409943,99.47328066139949
56.0,128,0.0038000886890966683,0.13534325485428175,99.45661232789945,99.48328166149949
36.333333333333336,64,0.0001985807157806363,0.011491867247968912,99.44327766109944,99.4032736606994
29.33333333333333,64,0.001020016886737747,0.07935061181584994,99.42327566089944,99.46661332799945
35.333333333333336,256,0.0007269716305645568,0.01981294279297193,99.43994399439944,99.40660732739941
63.333333333333336,64,0.0047281520209285065,0.032824130107959114,99.47661432809949,99.42327566089942
39.0,64,5.553790833863093e-05,0.08393108720580736,99.43327666099944,99.43661032769944
53.66666666666667,256,0.0022364021683821222,0.03404203150421381,99.43994399439944,99.45327866119945
36.66666666666667,512,0.006748884447384705,0.024818680559595425,99.38327166049937,99.3966063272994
54.0,128,0.0013788223352327502,0.08801837684586644,99.48661532819949,99.4932826615995
57.666666666666664,128,0.004335955666620974,0.013719971058890224,99.46661332799948,99.4966163282995
42.33333333333333,128,0.000548739872831755,0.045395231029639646,99.47661432809949,99.51661832849953
49.666666666666664,512,0.006402856760781549,0.026518871386845905,99.42660932759944,99.41994199419943
42.0,64,0.006061366459674765,0.05262897970775764,99.45327866119945,99.46994699469947
42.0,256,0.004621682564797034,0.03289035890096178,99.41660832749943,99.47661432809949
54.33333333333333,64,0.008793928679443147,0.04378791619092227,99.44661132779946,99.54662132879955
48.66666666666667,256,0.0060424882344623015,0.05829864980963369,99.43327666099944,99.46327966129947
44.333333333333336,128,0.003811777682366359,0.07949173481514056,99.42660932759944,99.50661732839951
73.66666666666667,128,0.00500796445124362,0.1374721856166919,99.48994899489949,99.5099509950995
31.333333333333336,512,0.008575086954634242,0.03037545271217823,99.36326966029935,99.44327766109944
51.666666666666664,64,0.00374462307270878,0.013527834477523964,99.48661532819948,99.52328566189951
33.666666666666664,256,0.009000600048265812,0.19157548745473224,99.38660532719939,99.44327766109946
39.0,512,0.008010279223289682,0.022302632840971153,99.41994199419943,99.46994699469948
35.666666666666664,256,0.0008486924403487074,0.030907219896713894,99.42994299429944,99.46994699469947
36.33333333333333,128,0.0032531393954319254,0.05523181892931461,99.43327666099944,99.47328066139949
53.99999999999999,64,0.0059517021733430766,0.01214367647965749,99.45661232789945,99.4932826615995
63.33333333333333,64,0.00992814197038691,0.060553763527423136,99.46661332799947,99.43994399439944
45.0,64,0.0068484777769041395,0.06813690097381671,99.44994499449945,99.47328066139949
57.333333333333336,256,0.008396043155109204,0.07143744019170603,99.44327766109944,99.51661832849952
25.0,512,0.007040930172880825,0.0334974347303311,99.37660432709937,99.41327466079943
55.0,128,0.005200837156617495,0.05360276872913043,99.44661132779945,99.5066173283995
57.0,64,0.005857076823637039,0.05603971673796574,99.45327866119945,99.47661432809947
47.33333333333333,512,0.007740439202075276,0.010133087479819855,99.44994499449945,99.45327866119945
43.666666666666664,512,0.0001859900238313983,0.03834357360998789,99.43661032769944,99.47328066139949
59.66666666666667,128,0.004601604482291385,0.06340755335986614,99.47661432809947,99.51995199519953
35.33333333333333,128,0.00717245919361206,0.20180589457352954,99.38660532719939,99.49994999499951
49.66666666666667,128,0.004227981198039797,0.1336323320865631,99.44994499449946,99.51328466179952
39.0,128,0.005427492046210471,0.02805778089289864,99.3932726605994,99.47994799479946
47.0,512,0.00035872611638076654,0.030675428609053295,99.44661132779945,99.42660932759944
30.0,256,0.007473028001352873,0.08298691486318907,99.41660832749943,99.45994599459947
61.66666666666667,512,0.008856040393327715,0.018674945924431086,99.43994399439944,99.4966163282995
39.0,256,0.00860432259477952,0.016409788668776553,99.37993799379939,99.4932826615995
43.333333333333336,512,0.009034745978794684,0.01819555616627137,99.42327566089942,99.47328066139949
43.666666666666664,64,0.0021903843138333045,0.02207902353256941,99.47661432809949,99.43994399439944
48.0,256,0.003033799654693956,0.04474427783861756,99.45661232789945,99.52995299529954
