optimal_epoch,batch_size,learning_rate,opt_loss,opt_val_acc,opt_acc
22.0,128,0.008936749406173295,0.14706727117300034,98.17315064839816,98.29982998299829
63.333333333333336,256,0.005508869805796645,0.13793613016605377,98.7065373203987,98.87322065539887
66.0,512,0.005903421324366175,0.10861714680989584,98.86321965529885,99.13991399139914
24.333333333333332,128,0.008527490427348735,0.21369134386380514,98.31983198319833,98.44651131779844
78.33333333333333,128,0.000745905025041267,0.05681033805012703,98.88655532219889,99.10657732439913
43.333333333333336,512,0.005432971710145755,0.0930390680829684,98.74320765409874,98.92322565589893
48.66666666666667,512,0.00826227465609122,0.11303835113843283,98.70653732039871,98.8032136546988
50.33333333333333,256,0.008806362710083497,0.17922258128722507,98.50318365169849,98.65986598659867
45.0,128,0.00774584581423716,0.14657775561014813,98.38317165049838,98.51651831849853
71.0,512,0.004134390244281998,0.07720325887203217,98.91322465579893,98.99656632329899
50.66666666666667,256,0.004322851805741064,0.11527934422095618,98.79987998799879,99.02323565689902
46.66666666666667,64,0.0018509042067126915,0.11957147717475891,98.86655332199885,99.01990199019902
76.0,256,0.0012861871207713893,0.1586400270462036,98.9132246557989,99.07990799079909
32.33333333333333,512,0.009593607672537845,0.13682886958122253,98.63319665299863,98.84321765509884
33.333333333333336,512,0.005923509671226233,0.12431939442952472,98.72987298729873,98.96656332299897
28.666666666666668,128,0.008323687899297742,0.2575269589821498,98.27982798279828,98.39983998399839
66.66666666666667,256,0.002237628982548615,0.07574625189105669,98.91322465579893,99.13658032469912
34.333333333333336,128,0.006228905732237843,0.16620271404584247,98.58319165249858,98.67320065339865
32.666666666666664,64,0.0028447824982221624,0.12479574978351593,98.74320765409874,98.91989198919893
53.0,256,0.005117863910836665,0.10324965169032413,98.81988198819882,98.88655532219889
40.0,64,0.0016177213208291177,0.0892411656677723,98.84988498849887,99.03657032369904
41.666666666666664,64,0.0035067430877341265,0.09300120795766512,98.7032036536987,98.85655232189885
29.333333333333336,128,0.004110270288427724,0.11866474151611328,98.66653331999868,98.92322565589893
28.666666666666664,64,0.00323728619366819,0.14126684268315634,98.7065373203987,98.79321265459879
19.666666666666664,128,0.00957279323630046,0.16018902758757275,98.13314664799813,98.20648731539822
39.66666666666667,256,0.006079103475674391,0.08289729431271553,98.72320565389873,98.84321765509884
81.0,512,0.0017542457582090166,0.0810894841949145,98.96322965629898,99.13658032469914
37.66666666666667,256,0.0064303837604662755,0.11330147335926694,98.58319165249858,98.75320865419876
36.333333333333336,128,0.0033014955372065637,0.07231293618679047,98.77321065439878,98.94322765609894
34.0,64,0.0023120631685360315,0.14075161019961038,98.75320865419874,98.91322465579891
29.0,256,0.00556098331415522,0.10950236519177756,98.71987198719873,98.9032236556989
57.33333333333333,512,0.006847585934886059,0.09044753015041351,98.8132146547988,98.91322465579893
56.66666666666667,64,0.0014345869845204776,0.1269436851143837,98.92989298929893,99.03323665699902
41.33333333333333,64,0.008118610321842261,0.3007434109846751,97.91979197919792,98.11647831449812
17.666666666666668,64,0.007570008033099188,0.19751652826865515,98.13314664799813,98.31316464979832
34.66666666666667,64,0.00717364757378927,0.1345546394586563,98.0998099809981,98.17981798179818
97.0,256,0.0007735751445238781,0.06139850988984108,98.83655032169884,99.12991299129914
45.333333333333336,512,0.005810072178257566,0.08401075750589371,98.82321565489883,99.003233656699
55.333333333333336,64,0.0017615279252170403,0.15988227725028992,98.85988598859885,99.01990199019903
97.33333333333334,128,0.00020028400705468188,0.08093518391251564,98.51651831849853,98.69653632029869
16.666666666666668,64,0.009085009773209893,0.324929545323054,97.75977597759777,98.04647131379804
52.0,256,0.0038436278222412734,0.04294686764478684,98.77987798779878,98.96656332299898
31.0,64,0.005198901614817525,0.12295453995466232,98.43651031769843,98.5865253191986
20.0,64,0.006578421319879405,0.24101144572099048,98.19315264859819,98.42317565089843
29.666666666666668,128,0.009210679801919159,0.0845751961072286,98.35316865019837,98.36983698369836
39.33333333333333,128,0.005459703615430757,0.1375394860903422,98.60986098609862,98.76320965429876
67.66666666666667,512,0.0060695142203758545,0.08621686945358911,98.87988798879888,99.02656932359903
48.333333333333336,256,0.005893728805124228,0.08282104010383289,98.77654432109878,98.8932226555989
70.33333333333333,64,0.001228028558268447,0.05182200421889623,98.95322865619897,99.05657232389905
29.666666666666664,128,0.005279828512779253,0.1743374466896057,98.63653031969864,98.7198719871987
41.666666666666664,128,0.004236471666545756,0.1942328910032908,98.7065373203987,98.75654232089875
44.666666666666664,512,0.005423565711778356,0.09446501235167185,98.83988398839884,99.03657032369904
63.0,256,0.0039883241996819425,0.06116904566685359,98.88322165549889,99.02656932359903
71.33333333333334,256,0.0017414373602240975,0.09326915784428516,98.95989598959896,99.07990799079909
89.66666666666667,256,0.0003277665814319064,0.11513042946656546,98.54985498549854,98.8165483214988
45.666666666666664,128,0.003753635477575568,0.06054742820560932,98.75987598759875,98.94989498949897
32.0,128,0.004941029861191732,0.12645520766576132,98.74320765409874,98.85988598859886
71.33333333333333,512,0.0017147022338955876,0.10638518631458282,98.91989198919892,99.06990699069908
21.0,64,0.006115651473679116,0.17648591101169586,98.27649431609828,98.49984998499849
16.0,64,0.008316515653551087,0.19024608035882312,97.81978197819782,98.06980698069808
72.0,512,0.009235187614113266,0.11695825556914012,98.75987598759876,98.83321665499884
81.33333333333333,512,0.0014034010868398238,0.09926277150710423,98.90322365569891,99.06323965729908
55.666666666666664,256,0.0027558016883875583,0.09606334194540977,98.93656032269894,99.07657432409908
46.0,512,0.005756118395465014,0.0959574356675148,98.86655332199888,99.04990499049904
39.0,64,0.007879847629746204,0.11747303356726965,98.06647331399807,98.23649031569823
37.666666666666664,256,0.00812970575999172,0.11381750553846359,98.49651631829849,98.73987398739874
75.66666666666667,256,0.0018138783818158557,0.12279052038987477,98.97323065639898,99.08657532419909
17.666666666666668,128,0.009470229340945734,0.1702397738893827,98.22315564889823,98.49318265159849
22.0,128,0.008936749406173295,0.14706727117300034,98.17315064839816,98.29982998299829
63.333333333333336,256,0.005508869805796645,0.13793613016605377,98.7065373203987,98.87322065539887
66.0,512,0.005903421324366175,0.10861714680989584,98.86321965529885,99.13991399139914
24.333333333333332,128,0.008527490427348735,0.21369134386380514,98.31983198319833,98.44651131779844
